0	0	0	0.9933599829673767
0	0	12329	0.9866735935211182
0	0	7365	0.9654731154441833
0	0	462	0.960768461227417
2	1	5817	0.9130713939666748
2	1	12742	0.9042021632194519
2	1	11519	0.9032883644104004
4	2	1192	0.9233963489532471
4	2	5986	0.8648133277893066
4	2	10117	0.8568059206008911
6	0	931	0.9273991584777832
6	0	6	0.8712413311004639
6	0	3133	0.8066796064376831
6	0	2445	0.7651463150978088
6	0	1201	0.7633171081542969
8	2	7130	0.609173059463501
8	2	455	0.5382236838340759
8	2	10408	0.4087553322315216
8	2	6101	0.381896048784256
8	2	14705	0.3675743043422699
9	1	7173	0.9242046475410461
11	1	8077	0.9920422434806824
11	1	1922	0.9761122465133667
11	1	9850	0.9713947772979736
11	1	1102	0.9548683166503906
13	1	13	0.9404208064079285
15	1	65	0.9213879704475403
17	1	14051	0.9804977178573608
17	1	8521	0.9086948037147522
17	1	17	0.897063136100769
19	1	2631	0.853604793548584
19	1	19	0.8405404686927795
21	1	3288	0.8356786966323853
21	1	5969	0.8222497701644897
21	1	12015	0.7835376858711243
23	1	23	0.9431260228157043
23	1	9026	0.8947680592536926
23	1	255	0.8611702919006348
23	1	3640	0.7681544423103333
25	1	13653	0.9563567042350769
27	1	14091	0.9872406125068665
27	1	4617	0.9516496658325195
27	1	13006	0.9347454905509949
27	1	7841	0.912590742111206
29	1	29	0.7950482964515686
31	1	11571	0.9229786992073059
31	1	5837	0.9174325466156006
31	1	843	0.9081752896308899
33	1	9267	0.9589996933937073
35	1	2697	0.8700934052467346
37	3	37	0.8727596402168274
37	3	749	0.5323532819747925
37	3	1149	0.5165901184082031
39	0	39	0.9777186512947083
39	0	9324	0.9717541933059692
39	0	700	0.9364197254180908
41	1	41	0.9744492769241333
43	4	43	0.9953782558441162
43	4	877	0.9852856993675232
43	4	6714	0.9818161725997925
43	4	2206	0.9410976767539978
43	4	3692	0.9338303208351135
45	1	45	0.9851118922233582
45	1	3065	0.9024130702018738
45	1	3847	0.8857284188270569
45	1	12733	0.8557416796684265
47	5	47	0.9988503456115723
47	5	3959	0.96135413646698
47	5	4462	0.9576436877250671
47	5	247	0.9451029300689697
49	0	49	0.9591935276985168
49	0	8642	0.9495596885681152
49	0	5251	0.9117085933685303
49	0	590	0.904106080532074
49	0	1601	0.9007173180580139
51	1	4925	0.9846341013908386
53	1	4731	0.9636863470077515
53	1	3738	0.9409376978874207
53	1	932	0.8925076723098755
53	1	10155	0.8774378895759583
55	1	11797	0.9735915660858154
55	1	13957	0.9692972898483276
55	1	14457	0.9687038064002991
55	1	8711	0.9536920189857483
55	1	13819	0.951903760433197
57	1	57	0.8013690710067749
57	1	4168	0.5679721832275391
59	1	2568	0.8688194155693054
59	1	59	0.8475813269615173
59	1	11340	0.8299734592437744
59	1	1102	0.813366711139679
61	2	12434	0.9640194177627563
61	2	8442	0.9616082906723022
61	2	5304	0.9596090912818909
61	2	14588	0.9513809084892273
61	2	4071	0.9404486417770386
62	1	62	0.9789292216300964
62	1	8345	0.9407422542572021
66	6	66	0.9990422129631042
66	6	1765	0.9688283205032349
66	6	7759	0.961522102355957
66	6	3114	0.9589279890060425
66	6	5514	0.9579929709434509
68	1	507	0.9059320092201233
68	1	11064	0.7796375155448914
70	1	2204	0.5520091652870178
70	1	70	0.5202251672744751
72	1	6670	0.7014049887657166
72	1	3972	0.44725731015205383
74	7	74	0.9397523403167725
74	7	5984	0.674414336681366
74	7	6645	0.5820165276527405
74	7	887	0.5638660788536072
74	7	2238	0.5626913905143738
76	1	2865	0.8769564628601074
76	1	13670	0.8125460147857666
76	1	3141	0.7721145749092102
78	8	3737	0.4367309808731079
78	8	9951	0.42943069338798523
78	8	3642	0.38243740797042847
78	8	2346	0.37459665536880493
78	8	50	0.33066269755363464
80	1	80	0.9772135019302368
80	1	1691	0.9082883596420288
80	1	11248	0.8982835412025452
82	2	82	0.6810085773468018
82	2	12757	0.6699973344802856
82	2	3584	0.6591564416885376
82	2	1762	0.5600433945655823
84	2	84	0.9699640274047852
84	2	507	0.9582592248916626
86	1	7785	0.8736646175384521
86	1	10067	0.8413026928901672
88	2	11178	0.9492262005805969
88	2	12975	0.7273895740509033
88	2	11097	0.7195971012115479
88	2	7823	0.6548455953598022
90	1	90	0.9219658970832825
90	1	2135	0.917853057384491
90	1	5911	0.9095177054405212
92	2	507	0.96201092004776
92	2	92	0.9318916201591492
94	9	94	0.6172483563423157
94	9	5240	0.32693490386009216
94	9	1432	0.3177123963832855
94	9	6365	0.31741249561309814
96	1	3978	0.9578970074653625
96	1	13389	0.9405673742294312
96	1	7481	0.9168503880500793
96	1	1019	0.9066131711006165
96	1	312	0.9050588607788086
98	1	9960	0.9031611084938049
98	1	6824	0.8709523677825928
100	1	8265	0.9651152491569519
100	1	5500	0.9324250817298889
100	1	100	0.9243071675300598
100	1	8583	0.9169245362281799
100	1	6207	0.9098047614097595
102	10	6616	0.7990293502807617
102	10	2259	0.747576117515564
102	10	3345	0.6581196188926697
102	10	5743	0.6487264633178711
104	1	1539	0.6323233842849731
104	1	11030	0.49236607551574707
104	1	704	0.47159647941589355
104	1	3773	0.4620766043663025
106	1	520	0.8580570816993713
106	1	10218	0.8577540516853333
108	9	108	0.9537138938903809
108	9	13087	0.7716413736343384
108	9	2536	0.6972454786300659
108	9	5321	0.6904993653297424
110	1	122	0.8836110830307007
110	1	110	0.8636513948440552
112	1	9875	0.975592851638794
112	1	1669	0.9152104258537292
114	0	1323	0.9250921607017517
